Child,Parent
Creta et Cyrene (Roman province),province-2
Dacia (province),province
Dacia Inferior (province),province-2
Dacia Porolissensis (province),province
Dacia Superior (province),province
Dalmatia (province),province-2
Galatia et Cappadocia,province-2
Germania Inferior,province-2
Germania Superior,province-2
Hellespontus (province),province-2
Iudaea (province),province
Iudaea (province),province-2
Lugdunensis (province),label
Lugdunensis (province),province-2
Lusitania,province-2
Lycia et Pamphylia,province-2
Macedonia (Roman province),province-2
Mauretania Caesariensis (Roman province),province-2
Mauretania Tingitana (Roman province),province-2
Mesopotamia,province
Moesia Inferior (province),province-2
Moesia Superior (province),province-2
Narbonensis (province),province-2
Noricum (province),province-2
Numidia (Roman province),province-2
Pannonia Inferior (province),province-2
Pannonia Superior (province),province-2
Paphlagonia,province
Phrygia,province
Pisidia,province
Pontus Galaticus,district
Pontus Galaticus,province-2
Pontus Polemoniacus,province-2
Raetia (province),province
Sardinia et Corsica (Roman province),province-2
Sicilia (Roman province),province-2
Syria (Roman imperial province),province-2
Tarraconensis,province-2
Thracia (province),province-2
Alpes Graiae et Poeninae (Roman province),province-2
Alpes Cottiae,province-2
Alpes Maritimae (province),province-2
Phrygia Paroreius,province
Isauria,province
Lycaonia (province),province
*Abalus (island),island
Albaniana,fort
Albis (river),river
Amisia (river),river
Ampsivarii,label
Ampsivarii,people
Angli,label
Angli,people
Angrivarii,label
Angrivarii,people
Apensen,cemetery
Archsum,settlement
Archsum,settlement-modern
Årslev,cemetery
Årslev,settlement-modern
Aurelium Cananefatium/Forum Hadriani,settlement
Aurelium Cananefatium/Forum Hadriani,archaeological-site
Aviones,label
Aviones,people
Batavodurum/(Ulpia) Noviomagus,settlement
Batavodurum/(Ulpia) Noviomagus,amphitheatre
Beelen,settlement
Beilen,settlement
Bentumersiel,fort-2
Bentumersiel,fort
Bielefeld,fort-2
Bielefeld,fort
Bordesholm,cemetery
Bornstein,cemetery
Brangstrup,settlement
Bructeri,people
Burcana (island),island
Carvium,fort
Carvo?,fort
Castra Herculis?,fort-2
Castra Herculis?,fort
Chamavi,label
Chamavi,people
(Ch)Attuarii,label
(Ch)Attuarii,people
Chauci,label
Chauci,people
Cherusci,label
Cherusci,people
Codanus? Sinus,water-open
Dankirke,settlement
Den Burg,settlement
Driel-Baarskamp,fort-2
Dulgubnii?,label
Dulgubnii?,people
Ejsbøl,settlement
Elst,sanctuary
Ermelo,fort
Ezinge,settlement
Farodini,label
Farodini,people
Fectio,fort-2
Fectio,fort
Feddersen Wierde,settlement
Flevum L.,lake
Flögeln,settlement
Francia,label
Frisii,label
Frisii,people
Gielde,settlement
Grinnes,fort-2
Gristede,settlement
Grommern,cemetery
Gudme,settlement
Gustow,cemetery
Gustow,settlement-modern
Hagenow,cemetery
Hågerup,cemetery
Hamfelde,cemetery
Harenatium,fort
Harpelev,cemetery
Hemmoor,cemetery
Heruli?,label
Heruli?,people
Hildesheim,settlement
Himlingøje,cemetery
Hoby,cemetery
Hodde,settlement
Huissen-Hazebergh,fort
Issendorf,cemetery
Jever,settlement
Juellinge,cemetery
Kalkriese,settlement
Kalkriese,archaeological-site
Kaloukones?,label
Kaloukones?,people
Langobardi,label
Langobardi,people
Laurum,fort-2
Laurum,fort
Levefanum?,fort-2
Levefanum?,fort
Liebenau,cemetery
Lintorf,settlement
Lohe,settlement
Loo-Loowaard,fort
Lugdunum,fort-2
Lugdunum,settlement-modern
Lundeborg,settlement
Mannaricium,fort
Marwedel,cemetery
Matilo,fort-2
Matilo,fort
Melibokon? Oros,mountain
Møllegårdsmarken,cemetery
Neu Darchau,cemetery
Nigrum Pullum,fort-2
Nordrup,cemetery
Nydam,settlement
Olst,settlement
Praetorium Agrippinae,fort-2
Praetorium Agrippinae,fort
Putensen,cemetery
Randwijk,fort-2
Randwijk,fort
Rehme,settlement
Reudigni,label
Reudigni,people
Rijswijk,villa
Rullstorf,settlement
Sabalingioi?,label
Sabalingioi?,people
Salii?,label
Saxones,label
Saxones,people
Sigoulones?,label
Sigoulones?,people
Suari(do)nes,label
Suari(do)nes,people
Süderbrarup,cemetery
Suebi,label
Suebi,people
Teutoburgiensis? Saltus,forest
Teutones?,label
Teutones?,people
Thorsberg,settlement
Traiectum,fortified-settlement
Traiectum,fort
Tubantes,people
Uitgeest,settlement
(Ulme)Rugii,label
(Ulme)Rugii,people
Valløby,tomb
Valløby,settlement-modern
Varini,region
Varini,people
Varpelev,cemetery
Velp,settlement
Velsen,fort-2
Velsen,fort
Vimose,settlement
Visurgis (river),river
Kastell Op de Hoge Woerd,fort-2
Kastell Op de Hoge Woerd,bath
Vorbasse,settlement
Westerwanna,cemetery
Wiebendorf,cemetery
Wijchen,settlement
Wijster,settlement
Gallaecia,province-2
Britannia I (province),province-2
Britannia II?,province
Aquitania II (province),province
Lugdunensis II,province
Novem Populi,province
Carthaginiensis,province-2
Germania II,province
Aquitania I (province),province-2
Belgica II,province
Lugdunensis I,province
Narbonensis I,province-2
Mauretania Sitifensis,province-2
Aemilia et Liguria,province
Belgica I,province
Germania I,province
Sequania,province
Corsica (Province),province
Viennensis (late Roman province),province
Numidia Cirtensis,province
Numidia Militiana,province
Sardinia (late Roman province),province-2
Byzacena,province
Byzacena,province-2
Noricum Mediterraneum,province-2
Noricum Ripense,province-2
Venetia et Histria (province),province-2
Campania,province
Campania,label
Flaminia et Picenum (province),province-2
Tuscia et Umbria,province-2
Tripolitana (late Roman province),province-2
Savia,province
Valeria,province
Apulia et Calabria,province
Epirus Nova,province
Lucania et Bruttii,province-2
Praevalitana,province-2
Epirus Vetus,province-2
Dacia Mediterranea,province-2
Dacia Ripensis,province-2
Dardania (province),province-2
Rhodope,province
Creta,diocese-roman
Thessalia (late Roman province),province-2
Libya Superior,province
Europa,province-2
Haemimontus,province-2
Scythia,province
Caria (province),province-2
Insulae,province
Lydia (province),province
Phrygia I,province
Aegyptus Iovia,province
Libya Inferior,province
Bithynia,province
Diospontus,province
Galatia,province
Phrygia II,province-2
Palaestina (province),province-2
Aegyptus Herculia,province-2
Thebais,province
Augusta Euphratensis,province
Cappadocia,province-2
Osrhoene,province
Syria Coele,province
Augusta Libanensis,province
Phoenice,province
Britanniae,province
Hispaniae,province
Italia (Diocese),diocese-roman
Viennensis (diocese),province
Galliae,diocese-roman
Pannoniae,province
Moesiae,province
Thracia,province
Asiana (diocese),province
Oriens,province
Pontica,province
Narbonensis II,province
Gallia,region
Corbulonis Fossa,canal
Drusiana Fossa,canal
Basílica de Son Peretó,church-2
Basílica de Son Peretó,archaeological-site
Basílica de Son Peretó,church
Septizonium,monument
Porta Capena,city-gate
Porta Appia,city-gate
Nile Delta,settlement
Nile Delta,river
Tall Šanšī,settlement
Kiš Survey,settlement
Tunceli,settlement
Tall Nimrūd,settlement
Naḥal Yardinon,settlement
Būr Saʿīd,settlement
Ḥiṭṭīn,settlement
al-Ḫābūr aš-Šarqī,settlement
Rašt,settlement
Ābādān,settlement
Kanopische Mündung,settlement
Suadiye,settlement
Astakos,settlement
Sakarya-Ebene,settlement
Äußerer Westtaurus,settlement
Zanǧān,settlement
Sumere,settlement
Arbēla,settlement
Adapazarı Ovası,settlement
Abū Ṣalābīḫ,settlement
Karbalāʾ,settlement
Kāšān,settlement
Pseudo-Athribitischer Arm,settlement
Nippur Survey,settlement
Bolkar Dağları,settlement
Bolkar Dağları,mountain
Bolkar Dağları,settlement
Munzur Dağları,settlement
Masion,settlement
Belas dam,dam
So-called 'Tomb of Cicero' at Formiae,tomb
Theater at Arykanda,theatre
Roman theater at Metellinum,theatre
Roman theater at Spoletium,theatre
Ponte delle Torri,aqueduct
Pizzone necropolis,cemetery
Arco di Riccardo,city-gate
Arènes de Lutèce,amphitheatre
Via Cornelia,road
Tavoliere delle Puglie,plain
Mokha,port
Sulaiymah,findspot
Sulaiymah,archaeological-site
Sulaiymah,tell
"Baptistery, Christian House Church, Dura-Europos",room
Idu,findspot
Idu,archaeological-site
Agamemnoneion of Mycenae,shrine
Bachkovo Monastery,monastery
Villa delle Guardiole,archaeological-site
Villa delle Guardiole,villa
Cyclopean Bridge of Agios Ioannis,bridge
"Wall0047, Christian house church (Dura-Europos)",interior-wall
"Wall0049, Christian house church (Dura-Europos)",interior-wall
Temple of Artemis Azzanathkona Phase 1 (Dura-Europos),temple-2
Gallo-Roman temple at Nasium,temple-2
Kirkhill Roman signal station,tower-single
Marsicovetere Roman villa,villa
"Theater-temple complex, Monte San Nicola",theatre
"Theater-temple complex, Monte San Nicola",temple-2
"Street of Facades, Petra",cemetery
Ramat Raḥel,settlement
Roman circus of Carthage,circus
Dermech basilica,basilica
Dermech basilica,church
Bougon,cemetery
Bougon,tumulus
Haghartsin,architecturalcomplex
Haghartsin,abbey
Tell Abu en-Ni'aj,settlement
Leuctra tropaion,monument
Iri-sagrig,settlement
Iri-sagrig,archaeological-site
Sasso Pisano,bath
Necropolis of Campo della Fonte,cemetery
Roman theater of Scythopolis,theatre
Jawa (Dair El-Kahf),settlement
Tall Jawa (Al-Qwasmeh),settlement
Località De Santis I at Pontecagnano,cemetery
Numinienses,unlocated
Numinienses,people
Fidenates,unlocated
Fidenates,people
Horologium Augusti,findspot
Horologium Augusti,monument
Fórnea Roman villa,villa
Serra Orrios,settlement
Serra Orrios,monument
S'Altare de Logula,tomb
Pomeroy Wood,fort-2
Pomeroy Wood,settlement
Drobeta amphitheater,amphitheatre
Monte Aguzzo tumulus,tumulus
Mausoleum Augusti,tomb
Mausoleum Augusti,archaeological-site
Cryptoporticus (Alife),archaeological-site
Cryptoporticus (Alife),architecturalcomplex
Poikile Petra,road
Jemelle,villa
Hadd-Hajar-Clausura,earthwork
Hadd-Hajar-Clausura,military-installation-or-camp-temporary
Hadd-Hajar-Clausura,pass
Hadd-Hajar-Clausura,wall-2
Elginhaugh Roman fort,fort-2
"Mura Serviane, Anagni",city-wall
Woodcock Hall,fort-2
Woodcock Hall,settlement
Nemyriv Hillfort,settlement
Nemyriv Hillfort,fort
Santuario di Pyrgi,sanctuary
Santuario di Pyrgi,temple-2
Praetorio,unlocated
Pterygion M.,unlocated
"Publius, Mon.",unlocated
"Qubbe, Mon.",unlocated
"Qube, Mon.",unlocated
"Qube, Mon.",church
Rhadamnos,unlocated
Sambon Chorion,unlocated
"Scopelus, Mon./Theodosius, Mon.",unlocated
Sepyra,unlocated
Sis,unlocated
Socha,unlocated
Thanna/Tanna,unlocated
Thalama,unlocated
"Thalassi, Mon.",unlocated
Therimachon,unlocated
Thilaticomum,unlocated
Tiberinon Chorion,unlocated
Tigranucomae,unlocated
Tillima,settlement
Zeugma Palaion,unlocated
Belus M.,false toponym
Bemmari Canna,false toponym
Bersera,false toponym
Ninus Vetus,false toponym
Deir Abu Matta,church-2
Deir Abu Matta,monastery
Deir Abu Matta,settlement
Deir Abu Matta,archaeological-site
Acadama,fort
Adada?,fort
*Adana,settlement
Adonis (river),river
al-Basiri,fort
Amathe/Epiphaneia,settlement
Amathe/Epiphaneia,settlement-modern
Ammattha,fort
Amsareddi,settlement
Amykes Pedion,plain
Amykes Pedion,label
Amyun,sanctuary
Anasartha/Theodoroupolis,settlement
Androna/Andarna,settlement
Antarados/Constantia,settlement
Antikasion/Thronos M.,mountain
Antikasion/Thronos M.,label
Antilibanus M.,mountain
Apameitis Limne,unknown
Aphaka (Temple of Aphrodite Aphakitis),sanctuary
Aracha/Anatha/‘Harae’,settlement
Arados,settlement
Arados,island
Arca/Herakleia en Phoinike/Caesarea ad Libanum,settlement
Areth(o)usa,settlement
Asharne,settlement
Athis/Neocaesarea,settlement
Athis/Neocaesarea,archaeological-site
Aueria/Euareia,settlement
Bahluniye,settlement
Baitokaike,sanctuary
Balanea/Leukas,settlement
Balanea/Leukas,port
el-Bara,ruin
el-Bara,settlement
Barbalissus,settlement
Barbalissus,archaeological-site
Barbarikon,labeled feature
Barbarikon,label
Bargylus/Emblonos (mountain),mountain
Bargylus/Emblonos (mountain),label
Barlaamus,church
Betproclis,station
Bir Weshel,fort
Botrys,settlement
Bruttus,station
Byblos,settlement
Byblos,port
Byblos,archaeological-site
Bziza,temple
*Cara/‘Cehere’/Chonacara?,settlement
‘Carion’,station
Carne/Karnos,settlement
Jebel al-ʾAqraʿ,mountain
Chalcis ad Belum,settlement
*Chasa,settlement
Cholle,fort
Chrysorroas (river),river
Conna,settlement
Cunna?,fort
Dausara,castle
Dausara,fort
‘Danova’,settlement
Deleda,settlement
Derkoush,settlement
Diokleion (mountain),mountain
Diokleion (mountain),label
Eleutheros (river),river
el-Mleke,fort
Enydra,settlement
Gabala,settlement
Gennaes,settlement
Gigarta,settlement
Goba,settlement
Harbaara,settlement
Harbaqa,fort
Helela,fort
Heliaramia,fort-2
Heliaramia,fort-group
Heliaramia,fort
(H)Emesa,settlement
Ras Ibn Hani,settlement
Ras Ibn Hani,archaeological-site
Hermel,temple
Houad,settlement
Huarte,settlement
Husn Sfiri,temple
Iammura,station
Imperatoris Hadriani Augusti Definitio Silvarum,monument
Itouraioi,label
Itouraioi,people
Jerade,settlement
Jiffa,station
Juwal,fort
Kalamos,settlement
Kaperkoraon,settlement
Kaperlatinou,settlement
Kapernagatha,settlement
Kassiotis,labeled feature
Kassiotis,label
Khirbet ed-Douse,settlement
Khirbet el-Beida,fort
Khirbet el-Bilaas,temple
Khirbet et-Tin,settlement
Khirbet Semrin,temple
Koile Syria/Massyas,region
Koile Syria/Massyas,label
Laodicea,settlement
Laodicea,port
Laodicea,settlement-modern
Laodicea ad Libanum,settlement
Laodicea ad Libanum,archaeological-site
Larissa/Sizara,settlement
Larissa/Sizara,settlement-modern
Leukos Limen,findspot
Leukos Limen,settlement
Leukos Limen,port
Leukos Limen,archaeological-site
Libo,settlement
Liftaya,settlement
Lysias?,settlement
*Magarataricha,settlement
Makra(s) Pedion?,plain
Makra(s) Pedion?,label
Maqam er-Rab,temple-2
Maraccas,station
Marathos,settlement
Marathos,temple-2
Mariamme,settlement
Marsya?,settlement
Marsyas? (river),river
Mashnaqa,sanctuary
Nazala,settlement
Nazerini?,label
Nazerini?,people
Nicephorium/Callinicum/Leontopolis,settlement
Nikertai,settlement
Occaraba,fort
Oriza/Oruba/Oresa,fort
Orthosia,settlement
Otthara,settlement
Oumm Harteine,settlement
Oumm Harteine,settlement
Palmyra,urban
Palmyra,sanctuary
Palmyra,bath
Palmyra,oasis
Palmyra,station
Palmyra,archaeological-site
Palmyra,settlement
Palmyra,arch
Paltos,settlement
Parapotamia,district
Parapotamia,label
Pella/Apamea,settlement
Pella/Apamea,archaeological-site
Phaidros? (river),river
Phoenicium Mare,water-open
Posideion,settlement
Qadboun,temple
Qalaa,sanctuary
Qasr el-Banat,temple-2
Qasr Ibn Wardan,settlement
Qasr Naous,temple
Qastal,settlement
Rabona?,settlement
Raphaneai,settlement
Rasm er-Rbeit,settlement
Rasm es-Shaar,fort
Rayan,settlement
Resapha/Sergioupolis,settlement
Ruweiha,settlement
*Saarna,settlement
Sabbatikon (river),river
Sabboura,fort
Sachama,settlement
Saisaniye,settlement
Salamias,settlement
Sekla,settlement
Seleukobelos?,settlement
Semaqiyat,station
Seremyn,settlement
Sergilla,settlement
Seriane?,settlement
Sigata,settlement
Sigon?,station
Simyra?,settlement
Simyra?,archaeological-site
Sin?,settlement
Skenitai,label
Skenitai,people
Soura,settlement
Stabl Antar,settlement
Tahun el-Masek,fort-2
Tahun el-Masek,fort
Taroutia Emporon,settlement
Tell Sarin,settlement
Tell Soukas/Pelleta?,settlement
*Telmenissos/Maratomyrton?,station
Tetrapyrgium,fort-2
Tetrapyrgium,fort
Theleda,settlement
Theodorias,district
Theodorias,label
Theou Prosopon/Lithoprosopon Pr.,cape
Trieres,settlement
(Tri)Paradeisos,settlement
Tripolis,urban
Tripolis,theatre
Tripolis,fort-group
Tripolis,pass
Tripolis,cemetery
Tripolis,bath
Tripolis,church
Tripolis,settlement
Tripolis,temple
Tripolis,road
Veriaraca,fort
Yaat,monument
Yammune,sanctuary
Yanuh,sanctuary
Yanuh,temple
"Zacchaeus?, Mon.",church
Zebed,settlement
Zophea,settlement
Untitled,aqueduct
Untitled,bridge
Untitled,bridge
Untitled,bridge
Untitled,bridge
Untitled,bridge
Untitled,canal
Untitled,centuriation
Untitled,centuriation
Untitled,centuriation
Untitled,dam
Harbaqa Dam,dam
Untitled,pass
Untitled,pass
Aegyption Teichos,unlocated
Aegyption Teichos,fort
Agrippias,unlocated
Anastasia,unlocated
Apollonia,unlocated
Arra,unlocated
Bachaias,unlocated
Bachaias,station
Basiliscum mutatio,unlocated
Bethmisona,unlocated
Capareas,unlocated
Cattelas,unlocated
Centum Putea,unlocated
Charadrus/Chaladropolis,unlocated
Charybdis,unlocated
Demetrias,unlocated
Derrima,unlocated
Diospolis,unlocated
Gabeni,people
Hylatae,people
Iougaton,unlocated
Kapranana,unlocated
Kasianoi,unlocated
Lykos (river),unlocated
Lykos (river),river
Mammisea,unlocated
Mediana/Meziana,unlocated
Megara,unlocated
Niaccaba,unlocated
Nogea,unlocated
Oraga,unlocated
Pasieria,unlocated
Phela,unlocated
Phisorou,unlocated
Rambaioi,unlocated
Saltatha,unlocated
Sascha,unlocated
Sinna,unlocated
Skenarchia,unlocated
Spelounka,unlocated
Spiclin mutatio,unlocated
Thapsacus,unlocated
Thorax,unlocated
Tigranucometae,unlocated
Tripolis Phoinikon,unlocated
Zenodotion,unlocated
Abila Dekapoleos/Seleukeia,settlement
Abila Lysaniou,settlement
Abilene,region
Abilene,label
‘Ad(a)mana’,station
‘Ad Ammontem’?,station
‘Adarin’,station
‘Ad Medera’,station
‘Ad Nonum’/Ornithon Polis?,station
Adra(h)a,settlement
Aenon,settlement
Aere,settlement
Agraina,settlement
Ahmadiya,settlement
Ain Hersha,temple
*Airita,settlement
Akchabare,settlement
Ake/Ptolemais,settlement
Akraba,settlement
Album Pr.,cape
Alexandroschene,settlement
Alsos Asklepiou,settlement
Alsos Asklepiou,temple-2
Amathous?,settlement
Aouidenoi,label
Aouidenoi,people
Apheka,settlement
Aphetatha?,settlement
"Apollo, T.",temple-2
Apollonia/Sozousa,settlement
Aqaba,sanctuary
Aqaba,ruin
Aqaba,temple-2
Aqaba,shrine
Aqaba,archaeological-site
Aqaba,monument
Aqaba,temple
Arbela,settlement
Arbela,settlement
*Aremtha,settlement
Arra,settlement
Arra,settlement-modern
Arrana?,settlement
Aser,station
Asicha,settlement
Asochis,settlement
Asochis,tell
Asophon,settlement
Qalaat Faqra,sanctuary
Qalaat Faqra,temple-2
*Athela,settlement
Aurana,region
Aurana,label
Auranitis,mountain
Baithmare,settlement
Baka,labeled feature
"Balmarcodes, T.",temple-2
Bar'am,settlement
Barkousa/Iustinianoupolis?,settlement
Basilikos Aulon,valley
Batanaia,bath
Batanaia/Basanitis,region
Batanaia/Basanitis,label
Belus (river),river
Berothe,settlement
Berroka,settlement
Bersabe,settlement
Beirut,settlement
Beth Alpha,settlement
Beth Alpha,synagogue
Beth Maon,settlement
Beth She'arim,settlement
Bethezoba,settlement
Bethsaida,settlement
Bethsaida,archaeological-site
Bethther/Betthar,station
Bir el 'Abd,settlement
Bir Qesab,fort
Borechath Sabaon,settlement
Borrama,settlement
Bosana,settlement
Bosora?,settlement
Bostra/Col. Nova Traiana Alexandriana,settlement
Bostra/Col. Nova Traiana Alexandriana,mosque
Bostra/Col. Nova Traiana Alexandriana,temple-2
Bostrenos/‘Asclepeus’ (river),river
Boukolonpolis,settlement
Brochoi,fort
Buraq,settlement
Burgatha?,settlement
Canatha/*Gabinia/*Septimia,settlement
Carmel,mountain
Casama,station
Chalcis sub Libano,settlement
*Chalybon,settlement
Chamon,settlement
Chasp(h)o,settlement
Chorazin,settlement
Chorazin,archaeological-site
Chorseos (river),river
Chorsia,settlement
Chrysoroas (river),river
Chrysoroas/Bardines (river),river
Coele Syria,region
Coele Syria,label
Corra (river),river
Crocodilon (river),river
Dabbura,settlement
Damascus,settlement
Damatha,settlement
Damouras/Tamyras (river),river
Dan,cultural-landscape
Dan,settlement
Dan,archaeological-site
Daphne,spring
Deir el-Kahf,fort
Deir el-Meyas,fort
Deir esh-Shair,fort
Deir Jenube,fort
Deir Serur,settlement
Dekapolis,labeled feature
Dekapolis,label
Dennaba,settlement
Dionysias/*Soada,settlement
Diyatheh,fort-2
Diyatheh,fort
Dor(a),settlement
Doroa,settlement
Drymus,label
Ebionitai,labeled feature
Ebionitai,label
Egla,settlement
Eitha Caesarea,settlement
Ekdippa,station
Elaia?,labeled feature
Elaia?,settlement
Elqosh,settlement
Emmatha,settlement
'Evron,church
Furzol,temple
Gaba?,settlement
Gaba Philippi,settlement
Gabatha,settlement
Gabitha,settlement
Gadara/Pompeia,settlement
Gala(a)ditis,labeled feature
Gala(a)ditis,label
Galatis,labeled feature
Galatis,label
Galilaea,region
Galilaea,label
Gamala,settlement
Garizein (mountain),church-2
Garizein (mountain),mountain
Garizein (mountain),temple-2
Gasima,settlement
Gaulane,settlement
Gaulanitis,region
Gaulanitis,label
Geato (river),river
Gedru,settlement
Gelil,settlement
Gennesar,settlement
Gephrous/Ephron,settlement
Gerasa/Antiochia ad Chrysorhoam,urban
Gerasa/Antiochia ad Chrysorhoam,settlement
Gerasa/Antiochia ad Chrysorhoam,archaeological-site
Geroda/Korada?,station
Gerra,settlement
Gerra,fort
Geth,settlement
el-Ghassule,settlement
Ginai(a)/Gema,settlement
Gischala,settlement
Giv'at Olga,settlement
Giv'at Qumi,fort
*Habiba,settlement
Hammara,settlement
Hammath/Ammathous,bath
Hammon,settlement
Harran el-Awamid,temple-2
Hatita/Adeitha,settlement
Hebran,settlement
Heldua,station
Helenoupolis?,settlement
Heliopolis/Col. Iulia Augusta Felix,settlement
Heliopolis/Col. Iulia Augusta Felix,archaeological-site
Heliopolis/Col. Iulia Augusta Felix,temple-2
Heliopolis/Col. Iulia Augusta Felix,architecturalcomplex
Heptapegon,settlement
Hermon (mountain),mountain
Hibbariye,temple
Hieromyces (river),river
el-Hijan,fort
Hippos,settlement
Horvat 'Erav,church
Horvat Gid'ona,settlement
Horvat Ner,settlement
Horvat Paqu'it,settlement
Horvat Tannin,settlement
Husifa,settlement
Husn Niha,sanctuary
Husn Niha,temple-2
Iabakchos (river),river
Iabeis,settlement
Iabrouda,settlement
Iezreel/Isdradela,settlement
Ioqereth,settlement
Iotapata,settlement
Iotapata,archaeological-site
Iotapata,tell
Itouraia,region
Itouraia,label
Itouraioi,label
Itouraioi,people
Iyyon,settlement
Iyyon,archaeological-site
Jebel Seis,archaeological-site
Jebel Seis,fort
Jellemeh/Jalame,settlement
Jize,settlement
Kadasa,settlement
Kafr Nafakh,settlement
Kalamon Limne,unknown
Kamous,settlement
Kana,settlement
Kana?,labeled feature
Kaparasima,settlement
Kapharsaba,settlement
Kapharsaba,settlement-modern
Kapitolias,settlement
Karmiel,settlement
Karnaia/Astaroth?,settlement
Kefar Amiqo,settlement
Kefar 'Aqabia,settlement
Kefar Hanania,settlement
Kefar Nahum/Kapharnaoum,settlement
Kefar Nevoraia,settlement
Kefar Shuni,settlement
Khan Aiyash,fort
Khan el-Abyad,fort
Khan el-Jennajil,fort
Khan esh-Shamat,fort
Khirbet Basaliyye,settlement
Khirbet ed Dikke,settlement
Khirbet el Ghirur,settlement
Khirbet el-Knese,temple
Khirbet el-Umbashi,fort
Khirbet et Tira,settlement
Khirbet Jabaris,settlement
Khirbet Jedora,church
Khirbet Karkara,settlement
Khirbet Khiraf,settlement
Khirbet Summaqa,settlement
Khirbet Umm 'Ulleiqa,settlement
Khirbet Waziya,settlement
Khirbet Yarza,settlement
Kiboreia,sanctuary
Kiboreia,temple-2
Kiboreia,shrine
Kiboreia,archaeological-site
Kiboreia,monument
Kiboreia,settlement
Klimax (mountain),mountain
Klimax Tyrion,cape
Kochaba/Choba,settlement
Kokhav ha-Yarden,settlement
Korea(i),station
Krokodeilonpolis,settlement
Lavi,settlement
Lebaba,settlement
Legio/Caporcotani/Maximianopolis,settlement
Libanus M.,mountain
Litas (river),river
Lykos (river),river
Mafsheta,settlement
Magdala/Taricheai,settlement
Aliler Fortress,castle
Aliler Fortress,archaeological-site
Aliler Fortress,settlement-modern
Aliler Fortress,fort
Kef Kalesi,fort-2
Kef Kalesi,fort
Theater at Termessos,theatre
Tomb of Artaxerxes III,tomb
Aedes Tensarum,temple-2
Sasso Pinzuto necropolis,cemetery
Ara del Tufo necropolis,cemetery
Castle Hill,hillfort
Domus Romana,villa
Castello di Sant'Alessio,fort
archaeological area of Monte Bibele,settlement
"Massaciuccoli Romana - Padiglione ""Il Cantiere""",villa
"Massaciuccoli Romana - Padiglione ""Il Cantiere""",archaeological-site
Burmageçit tomb,findspot
Burmageçit tomb,tomb
Burmageçit tomb,settlement-modern
Davti-blur,settlement
Davti-blur,archaeological-site
Sanctuary of Dionysos,sanctuary
Sanctuary of Dionysos,theatre
Sanctuary of Dionysos,plaza
Piana del Lago Sanctuary,sanctuary
Piana del Lago Sanctuary,archaeological-site
Pini di Sirolo,cemetery
Pini di Sirolo,archaeological-site
Aşağı Anzaf,fort-2
Aşağı Anzaf,archaeological-site
Abū Ṭbīrah,archaeological-site
Friars Wash Roman Temple,temple-2
Radwell Roman villa,villa
Al-Bilād al-Qadīm,findspot
Īzah,archaeological-site
Assur Archive 19,archive-repository
Assur Archive 21,archive-repository
Assur Archive 23,archive-repository
Frontovoe 3 Cemetery,cemetery
Assur Archive 28,archive-repository
Temple of Athena at Assos,temple-2
Assur Archive 30,archive-repository
Ogas,acropolis
Kalloni,archaeological-site
Nālandā Mahavihara,monastery
Strongylo Aqueduct bridge,aqueduct
Paleochristian Basilica,basilica
Greek Theater at Hadrian's Villa,theatre
Roman Thermae (Varna),bath
Thourion,hill
Nuraghe Rumanedda,nuraghe
Lake Stymphalia,lake
Panathenaic Stadium,stadion
Pnyx,ekklesiasterion
Pnyx,hill
Temple of Apollo at Syracuse,temple-2
Roman theater of Milan,theatre
Villa Imperiale of Milan,architecturalcomplex
Villa Imperiale of Milan,villa
Roman amphitheater of Beneventum,amphitheatre
Forum of Beneventum,plaza
Khurha,archaeological-site
Khurha,temple-2
Khurha,architecturalcomplex
Mausoleum of Theodoric,church-2
Mausoleum of Theodoric,tomb
Temple of Peltuinum,sanctuary
Temple of Peltuinum,temple-2
theater of Peltuinum,theatre
Belnar,station
Kastro Phaneromenis/Kastro Kochylou,fort-2
Kastro Phaneromenis/Kastro Kochylou,castle
Kastro Phaneromenis/Kastro Kochylou,archaeological-site
Mandra (Despotiko),sanctuary
Mandra (Despotiko),archaeological-site
Mandra (Despotiko),architecturalcomplex
Klima,harbor
Klima,settlement
Klima,settlement-modern
Roman theater at Perge,theatre
"Roman villa, via Michelangelo Tilli",villa
Kaleköy,tomb
Kaleköy,settlement-modern
Alanya Castle,fort
Karataş,findspot
Karataş,settlement-modern
Karataş,monument
Horti Spei Veteris,garden-hortus
Quintana,settlement
Quintana,fort
Radotín,cemetery
*Raetovarii,label
*Raetovarii,people
Rammersweier,fort
Rapis?,settlement
Rederzhausen,fort
*Reganus (river),river
Reginum/Castra Regina,defensive-wall
Reginum/Castra Regina,fort
Reissberg,settlement
Ried,sanctuary
Risstissen,fort
Rötha,settlement
Runicates?,label
Runicates?,people
Rückingen,fort
Ruffenhofen,fort-2
Ruffenhofen,fort
Rugii,label
Runder Berg,settlement
Sablonetum,fort
Salas (river),river
*Saliobriga,settlement
Saltus Sumelocennensis,forest
Schirenhof Roman Fort,fort-2
Schirenhof Roman Fort,settlement
Schirenhof Roman Fort,fort
Schkopau,cemetery
Schkortleben,cemetery
Schlossau,fort
Kastell Waldmössingen,fort-2
Kastell Waldmössingen,fort
Schwabegg,settlement
Schwepnitz,settlement
Seckmauern,fort
Sedlec,settlement
Seligenstadt,fort
Semnones,people
