SynsetID	SynsetWords	RelationType	TargetSynsetID
1	بيروني|خارجي|روکار|بروني	Antonym	2
1	بيروني|خارجي|روکار|بروني	Related-to	29920
1	بيروني|خارجي|روکار|بروني	Related-to	27736
1	بيروني|خارجي|روکار|بروني	Related-to	35438
2	داخلي|توکار	Antonym	1
2	داخلي|توکار	Related-to	2396
2	داخلي|توکار	Related-to	27736
3	خنک	Related-to	25910
3	خنک	Related-to	22083
3	خنک	Related-to	9710
3	خنک	Is-Attribute-of	11222
3	خنک	Related-to	8481
3	خنک	Related-to	22059
3	خنک	Antonym	27187
3	خنک	Related-to	20820
3	خنک	Related-to	50959
4	داغ|گداخته	Related-to	1308
4	داغ|گداخته	Is-Attribute-of	11222
4	داغ|گداخته	Related-to	9920
4	داغ|گداخته	Related-to	27187
4	داغ|گداخته	Related-to	17654
4	داغ|گداخته	Related-to	28477
4	داغ|گداخته	Related-to	33107
4	داغ|گداخته	Related-to	33602
4	داغ|گداخته	Related-to	34834
4	داغ|گداخته	Related-to	41736
4	داغ|گداخته	Related-to	42520
4	داغ|گداخته	Related-to	50957
5	شفيق|صميمي|نزديک|همدل|جاني|يکدل|مقرب|اياق|جان‌جاني	Antonym	61
5	شفيق|صميمي|نزديک|همدل|جاني|يکدل|مقرب|اياق|جان‌جاني	Antonym	17457
5	شفيق|صميمي|نزديک|همدل|جاني|يکدل|مقرب|اياق|جان‌جاني	Antonym	17783
5	شفيق|صميمي|نزديک|همدل|جاني|يکدل|مقرب|اياق|جان‌جاني	Related-to	22743
5	شفيق|صميمي|نزديک|همدل|جاني|يکدل|مقرب|اياق|جان‌جاني	Related-to	25637
5	شفيق|صميمي|نزديک|همدل|جاني|يکدل|مقرب|اياق|جان‌جاني	Related-to	11970
5	شفيق|صميمي|نزديک|همدل|جاني|يکدل|مقرب|اياق|جان‌جاني	Related-to	14123
5	شفيق|صميمي|نزديک|همدل|جاني|يکدل|مقرب|اياق|جان‌جاني	Antonym	598
5	شفيق|صميمي|نزديک|همدل|جاني|يکدل|مقرب|اياق|جان‌جاني	Related-to	525
5	شفيق|صميمي|نزديک|همدل|جاني|يکدل|مقرب|اياق|جان‌جاني	Related-to	46511
5	شفيق|صميمي|نزديک|همدل|جاني|يکدل|مقرب|اياق|جان‌جاني	Related-to	46763
6	سرد|بي‌احساس|بي‌تفاوت|يبس	Antonym	26945
7	دير|ديرهنگام|ديروقت|ديرگاه|ديرموقع	Antonym	2451
7	دير|ديرهنگام|ديروقت|ديرگاه|ديرموقع	Related-to	9
7	دير|ديرهنگام|ديروقت|ديرگاه|ديرموقع	Related-to	34306
8	زودرس|نارس|پيش‌رس	Antonym	9
8	زودرس|نارس|پيش‌رس	Related-to	969
8	زودرس|نارس|پيش‌رس	Related-to	27117
8	زودرس|نارس|پيش‌رس	Related-to	13173
8	زودرس|نارس|پيش‌رس	Related-to	36298
9	دير‌رس	Antonym	8
9	دير‌رس	Related-to	7
9	دير‌رس	Related-to	42918
11	برفي	Related-to	19171
11	برفي	Related-to	27684
11	برفي	Is-Attribute-of	12919
12	جوگندمي|فلفل‌نمکي	Is-Attribute-of	12919
12	جوگندمي|فلفل‌نمکي	Related-to	335
13	آبي|آبي‌رنگ	Related-to	15821
13	آبي|آبي‌رنگ	Related-to	286
13	آبي|آبي‌رنگ	Is-Attribute-of	12919
13	آبي|آبي‌رنگ	Related-to	1022
13	آبي|آبي‌رنگ	Related-to	423
13	آبي|آبي‌رنگ	Related-to	1004
13	آبي|آبي‌رنگ	Related-to	1043
13	آبي|آبي‌رنگ	Hyponym	36895
13	آبي|آبي‌رنگ	Related-to	44032
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	273
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	19284
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	22555
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	25351
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	25792
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Is-Attribute-of	12919
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	24663
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	24661
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	27685
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	27686
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	290
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	329
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	330
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	992
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	1005
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	1029
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	18011
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	33467
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	34266
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	36253
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	36395
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Hyponym	38110
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	40276
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	43418
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	43788
14	سرخ|قرمز|قرمزرنگ|سرخ‌رنگ|احمر|سرخ‌فام	Related-to	51591
15	خاکستري|طوسي|خاکستري‌رنگ|طوسي‌رنگ	Is-Attribute-of	12919
15	خاکستري|طوسي|خاکستري‌رنگ|طوسي‌رنگ	Related-to	49411
16	تابستاني|تابستانه	Antonym	17
16	تابستاني|تابستانه	Related-to	15740
16	تابستاني|تابستانه	Related-to	22329
16	تابستاني|تابستانه	Related-to	22788
16	تابستاني|تابستانه	Related-to	25988
16	تابستاني|تابستانه	Related-to	21192
16	تابستاني|تابستانه	Related-to	12804
16	تابستاني|تابستانه	Related-to	13173
16	تابستاني|تابستانه	Related-to	28963
17	زمستاني|زمستانه	Antonym	16
17	زمستاني|زمستانه	Related-to	19962
17	زمستاني|زمستانه	Related-to	26201
17	زمستاني|زمستانه	Related-to	15719
17	زمستاني|زمستانه	Related-to	17659
17	زمستاني|زمستانه	Related-to	28963
17	زمستاني|زمستانه	Related-to	30109
18	بهاري|بهاره	Related-to	12672
18	بهاري|بهاره	Related-to	22112
18	بهاري|بهاره	Related-to	23344
18	بهاري|بهاره	Related-to	18322
19	پاييزه|پاييزي	Related-to	12671
19	پاييزه|پاييزي	Related-to	26899
20	گرمسيري|گرمسير|حاره‌اي	Related-to	21101
20	گرمسيري|گرمسير|حاره‌اي	Related-to	21629
20	گرمسيري|گرمسير|حاره‌اي	Related-to	22597
20	گرمسيري|گرمسير|حاره‌اي	Related-to	22830
20	گرمسيري|گرمسير|حاره‌اي	Related-to	22829
20	گرمسيري|گرمسير|حاره‌اي	Related-to	22864
20	گرمسيري|گرمسير|حاره‌اي	Related-to	23154
20	گرمسيري|گرمسير|حاره‌اي	Related-to	23156
20	گرمسيري|گرمسير|حاره‌اي	Related-to	23271
20	گرمسيري|گرمسير|حاره‌اي	Related-to	25460
20	گرمسيري|گرمسير|حاره‌اي	Related-to	26158
20	گرمسيري|گرمسير|حاره‌اي	Related-to	26154
20	گرمسيري|گرمسير|حاره‌اي	Related-to	26151
20	گرمسيري|گرمسير|حاره‌اي	Related-to	26150
20	گرمسيري|گرمسير|حاره‌اي	Related-to	26141
20	گرمسيري|گرمسير|حاره‌اي	Related-to	26137
20	گرمسيري|گرمسير|حاره‌اي	Related-to	26121
20	گرمسيري|گرمسير|حاره‌اي	Related-to	25804
20	گرمسيري|گرمسير|حاره‌اي	Related-to	12145
20	گرمسيري|گرمسير|حاره‌اي	Related-to	26173
20	گرمسيري|گرمسير|حاره‌اي	Related-to	18424
20	گرمسيري|گرمسير|حاره‌اي	Related-to	16806
20	گرمسيري|گرمسير|حاره‌اي	Related-to	21067
20	گرمسيري|گرمسير|حاره‌اي	Related-to	24541
20	گرمسيري|گرمسير|حاره‌اي	Related-to	24532
20	گرمسيري|گرمسير|حاره‌اي	Related-to	24516
20	گرمسيري|گرمسير|حاره‌اي	Related-to	24506
20	گرمسيري|گرمسير|حاره‌اي	Related-to	24503
20	گرمسيري|گرمسير|حاره‌اي	Related-to	19568
20	گرمسيري|گرمسير|حاره‌اي	Related-to	20902
20	گرمسيري|گرمسير|حاره‌اي	Related-to	21187
20	گرمسيري|گرمسير|حاره‌اي	Related-to	51278
20	گرمسيري|گرمسير|حاره‌اي	Related-to	16538
20	گرمسيري|گرمسير|حاره‌اي	Related-to	20627
20	گرمسيري|گرمسير|حاره‌اي	Related-to	21144
20	گرمسيري|گرمسير|حاره‌اي	Related-to	22500
20	گرمسيري|گرمسير|حاره‌اي	Related-to	24721
20	گرمسيري|گرمسير|حاره‌اي	Related-to	18028
20	گرمسيري|گرمسير|حاره‌اي	Related-to	18033
20	گرمسيري|گرمسير|حاره‌اي	Related-to	32915
20	گرمسيري|گرمسير|حاره‌اي	Related-to	33479
20	گرمسيري|گرمسير|حاره‌اي	Related-to	33517
20	گرمسيري|گرمسير|حاره‌اي	Related-to	36180
20	گرمسيري|گرمسير|حاره‌اي	Related-to	34600
20	گرمسيري|گرمسير|حاره‌اي	Related-to	26789
20	گرمسيري|گرمسير|حاره‌اي	Related-to	41523
20	گرمسيري|گرمسير|حاره‌اي	Related-to	41525
20	گرمسيري|گرمسير|حاره‌اي	Related-to	41538
20	گرمسيري|گرمسير|حاره‌اي	Related-to	49369
20	گرمسيري|گرمسير|حاره‌اي	Related-to	49672
20	گرمسيري|گرمسير|حاره‌اي	Related-to	50509
20	گرمسيري|گرمسير|حاره‌اي	Related-to	51076
20	گرمسيري|گرمسير|حاره‌اي	Related-to	51074
20	گرمسيري|گرمسير|حاره‌اي	Related-to	51081
20	گرمسيري|گرمسير|حاره‌اي	Related-to	51078
20	گرمسيري|گرمسير|حاره‌اي	Related-to	51084
20	گرمسيري|گرمسير|حاره‌اي	Related-to	51089
20	گرمسيري|گرمسير|حاره‌اي	Related-to	51097
20	گرمسيري|گرمسير|حاره‌اي	Related-to	51461
20	گرمسيري|گرمسير|حاره‌اي	Related-to	51466
20	گرمسيري|گرمسير|حاره‌اي	Related-to	51467
20	گرمسيري|گرمسير|حاره‌اي	Related-to	51468
20	گرمسيري|گرمسير|حاره‌اي	Related-to	51470
20	گرمسيري|گرمسير|حاره‌اي	Related-to	51474
21	سردسيري|سردسير	Related-to	14635
21	سردسيري|سردسير	Related-to	23308
21	سردسيري|سردسير	Related-to	25454
21	سردسيري|سردسير	Related-to	25791
21	سردسيري|سردسير	Related-to	25958
21	سردسيري|سردسير	Related-to	20745
21	سردسيري|سردسير	Related-to	24551
21	سردسيري|سردسير	Related-to	21327
21	سردسيري|سردسير	Related-to	19220
21	سردسيري|سردسير	Related-to	10384
21	سردسيري|سردسير	Related-to	313
21	سردسيري|سردسير	Related-to	41521
22	جنگلي	Related-to	19580
22	جنگلي	Related-to	18814
22	جنگلي	Related-to	20980
22	جنگلي	Related-to	21002
22	جنگلي	Related-to	21547
22	جنگلي	Related-to	21483
22	جنگلي	Related-to	22121
22	جنگلي	Related-to	22348
22	جنگلي	Related-to	22344
22	جنگلي	Related-to	22493
22	جنگلي	Related-to	22590
22	جنگلي	Related-to	22864
22	جنگلي	Related-to	23108
22	جنگلي	Related-to	24407
22	جنگلي	Related-to	24428
22	جنگلي	Related-to	24540
22	جنگلي	Related-to	29629
22	جنگلي	Related-to	24566
22	جنگلي	Related-to	48633
22	جنگلي	Related-to	50015
22	جنگلي	Related-to	50211
23	بياباني|صحرايي|کويري	Related-to	19453
23	بياباني|صحرايي|کويري	Related-to	20908
23	بياباني|صحرايي|کويري	Related-to	21187
23	بياباني|صحرايي|کويري	Related-to	24342
23	بياباني|صحرايي|کويري	Related-to	24417
23	بياباني|صحرايي|کويري	Related-to	20190
23	بياباني|صحرايي|کويري	Related-to	24575
23	بياباني|صحرايي|کويري	Related-to	18985
23	بياباني|صحرايي|کويري	Related-to	19568
23	بياباني|صحرايي|کويري	Related-to	26015
23	بياباني|صحرايي|کويري	Related-to	16714
23	بياباني|صحرايي|کويري	Related-to	2376
23	بياباني|صحرايي|کويري	Related-to	18656
23	بياباني|صحرايي|کويري	Related-to	28475
24	کوهستاني|کوهي|کوهساري	Related-to	14244
24	کوهستاني|کوهي|کوهساري	Related-to	18212
24	کوهستاني|کوهي|کوهساري	Related-to	20494
24	کوهستاني|کوهي|کوهساري	Related-to	20485
24	کوهستاني|کوهي|کوهساري	Related-to	20615
24	کوهستاني|کوهي|کوهساري	Related-to	21533
24	کوهستاني|کوهي|کوهساري	Related-to	22092
24	کوهستاني|کوهي|کوهساري	Antonym	18397
24	کوهستاني|کوهي|کوهساري	Related-to	22321
24	کوهستاني|کوهي|کوهساري	Related-to	22374
24	کوهستاني|کوهي|کوهساري	Related-to	19787
24	کوهستاني|کوهي|کوهساري	Related-to	19786
24	کوهستاني|کوهي|کوهساري	Related-to	25358
24	کوهستاني|کوهي|کوهساري	Related-to	23701
24	کوهستاني|کوهي|کوهساري	Related-to	23904
24	کوهستاني|کوهي|کوهساري	Related-to	26155
24	کوهستاني|کوهي|کوهساري	Related-to	26134
24	کوهستاني|کوهي|کوهساري	Related-to	26131
24	کوهستاني|کوهي|کوهساري	Related-to	26126
24	کوهستاني|کوهي|کوهساري	Related-to	26168
24	کوهستاني|کوهي|کوهساري	Related-to	24570
24	کوهستاني|کوهي|کوهساري	Related-to	24555
24	کوهستاني|کوهي|کوهساري	Related-to	24547
24	کوهستاني|کوهي|کوهساري	Related-to	21493
24	کوهستاني|کوهي|کوهساري	Related-to	20469
24	کوهستاني|کوهي|کوهساري	Related-to	19220
24	کوهستاني|کوهي|کوهساري	Related-to	11926
24	کوهستاني|کوهي|کوهساري	Related-to	25958
24	کوهستاني|کوهي|کوهساري	Related-to	23439
24	کوهستاني|کوهي|کوهساري	Related-to	24878
24	کوهستاني|کوهي|کوهساري	Related-to	24845
24	کوهستاني|کوهي|کوهساري	Related-to	24844
24	کوهستاني|کوهي|کوهساري	Related-to	24812
24	کوهستاني|کوهي|کوهساري	Related-to	24778
24	کوهستاني|کوهي|کوهساري	Related-to	24699
24	کوهستاني|کوهي|کوهساري	Related-to	23722
24	کوهستاني|کوهي|کوهساري	Related-to	17475
24	کوهستاني|کوهي|کوهساري	Related-to	32354
24	کوهستاني|کوهي|کوهساري	Related-to	32356
24	کوهستاني|کوهي|کوهساري	Related-to	33465
24	کوهستاني|کوهي|کوهساري	Related-to	33518
24	کوهستاني|کوهي|کوهساري	Related-to	33846
24	کوهستاني|کوهي|کوهساري	Related-to	34670
24	کوهستاني|کوهي|کوهساري	Related-to	36768
24	کوهستاني|کوهي|کوهساري	Related-to	43637
24	کوهستاني|کوهي|کوهساري	Related-to	51106
25	مستقيم|بي‌واسطه|بلاواسطه	Antonym	17851
25	مستقيم|بي‌واسطه|بلاواسطه	Antonym	27595
26	قناس|ناقواره|بي‌قواره	Related-to	15299
26	قناس|ناقواره|بي‌قواره	Related-to	51563
27	ناصاف|کج|نامستقيم|اريب|مايل|مورب|وريب	Antonym	1211
27	ناصاف|کج|نامستقيم|اريب|مايل|مورب|وريب	Related-to	7740
27	ناصاف|کج|نامستقيم|اريب|مايل|مورب|وريب	Related-to	41142
27	ناصاف|کج|نامستقيم|اريب|مايل|مورب|وريب	Related-to	14650
27	ناصاف|کج|نامستقيم|اريب|مايل|مورب|وريب	Related-to	51563
28	ثقيل|سنگين|گران	Antonym	29
28	ثقيل|سنگين|گران	Is-Attribute-of	11223
28	ثقيل|سنگين|گران	Related-to	20379
28	ثقيل|سنگين|گران	Related-to	17358
28	ثقيل|سنگين|گران	Related-to	50057
29	سبک|کم‌وزن	Antonym	28
29	سبک|کم‌وزن	Is-Attribute-of	11223
29	سبک|کم‌وزن	Related-to	14165
29	سبک|کم‌وزن	Related-to	17368
29	سبک|کم‌وزن	Related-to	18864
29	سبک|کم‌وزن	Related-to	22257
29	سبک|کم‌وزن	Related-to	17359
29	سبک|کم‌وزن	Related-to	33133
29	سبک|کم‌وزن	Related-to	36277
29	سبک|کم‌وزن	Related-to	45969
29	سبک|کم‌وزن	Related-to	889
29	سبک|کم‌وزن	Related-to	50696
30	باحيا|باوقار|سربه‌زير|سنگين|متين|محجوب|موقر|نجيب|آزرمگين|سربه‌تو|آزرم‌جو|باشرم|باشرم‌وحيا|بانجابت|آزرم‌جوي	Related-to	767
30	باحيا|باوقار|سربه‌زير|سنگين|متين|محجوب|موقر|نجيب|آزرمگين|سربه‌تو|آزرم‌جو|باشرم|باشرم‌وحيا|بانجابت|آزرم‌جوي	Antonym	30812
30	باحيا|باوقار|سربه‌زير|سنگين|متين|محجوب|موقر|نجيب|آزرمگين|سربه‌تو|آزرم‌جو|باشرم|باشرم‌وحيا|بانجابت|آزرم‌جوي	Is-Attribute-of	12913
30	باحيا|باوقار|سربه‌زير|سنگين|متين|محجوب|موقر|نجيب|آزرمگين|سربه‌تو|آزرم‌جو|باشرم|باشرم‌وحيا|بانجابت|آزرم‌جوي	Antonym	17637
31	جلف|زننده|سبک|سخيف|مبتذل|جلف‌و‌جفنگ|بي‌وقار|سبک‌سرانه	Related-to	20801
31	جلف|زننده|سبک|سخيف|مبتذل|جلف‌و‌جفنگ|بي‌وقار|سبک‌سرانه	Is-Attribute-of	12913
31	جلف|زننده|سبک|سخيف|مبتذل|جلف‌و‌جفنگ|بي‌وقار|سبک‌سرانه	Related-to	17637
31	جلف|زننده|سبک|سخيف|مبتذل|جلف‌و‌جفنگ|بي‌وقار|سبک‌سرانه	Antonym	1126
31	جلف|زننده|سبک|سخيف|مبتذل|جلف‌و‌جفنگ|بي‌وقار|سبک‌سرانه	Related-to	23515
31	جلف|زننده|سبک|سخيف|مبتذل|جلف‌و‌جفنگ|بي‌وقار|سبک‌سرانه	Related-to	30812
31	جلف|زننده|سبک|سخيف|مبتذل|جلف‌و‌جفنگ|بي‌وقار|سبک‌سرانه	Related-to	45140
31	جلف|زننده|سبک|سخيف|مبتذل|جلف‌و‌جفنگ|بي‌وقار|سبک‌سرانه	Related-to	45671
33	جامد	Related-to	12598
33	جامد	Related-to	48006
33	جامد	Related-to	45595
34	محلول	Related-to	19689
34	محلول	Related-to	20765
34	محلول	Related-to	17830
34	محلول	Related-to	17831
34	محلول	Related-to	35853
35	گازي	Related-to	12489
35	گازي	Related-to	26597
36	شبانه|شامگاهي|شبانگاهي	Antonym	37
36	شبانه|شامگاهي|شبانگاهي	Related-to	25737
36	شبانه|شامگاهي|شبانگاهي	Related-to	15295
36	شبانه|شامگاهي|شبانگاهي	Related-to	31738
37	روزانه|يوميه	Antonym	36
37	روزانه|يوميه	Related-to	25752
37	روزانه|يوميه	Related-to	23422
37	روزانه|يوميه	Related-to	13657
37	روزانه|يوميه	Related-to	15294
37	روزانه|يوميه	Related-to	11465
37	روزانه|يوميه	Related-to	12175
38	سالانه|ساليانه	Related-to	12651
38	سالانه|ساليانه	Related-to	15340
38	سالانه|ساليانه	Related-to	12107
38	سالانه|ساليانه	Related-to	34614
38	سالانه|ساليانه	Related-to	50924
39	ماهانه|ماهيانه|هرماهه	Related-to	12657
39	ماهانه|ماهيانه|هرماهه	Related-to	16519
39	ماهانه|ماهيانه|هرماهه	Related-to	24391
39	ماهانه|ماهيانه|هرماهه	Related-to	12175
39	ماهانه|ماهيانه|هرماهه	Related-to	38147
40	هفتگي	Related-to	12620
40	هفتگي	Related-to	11029
40	هفتگي	Related-to	12175
41	کوتاه|کوته|کم|دوروزه	Antonym	42
41	کوتاه|کوته|کم|دوروزه	Related-to	12693
41	کوتاه|کوته|کم|دوروزه	Related-to	19895
41	کوتاه|کوته|کم|دوروزه	Related-to	19495
41	کوتاه|کوته|کم|دوروزه	Related-to	31590
41	کوتاه|کوته|کم|دوروزه	Related-to	43142
41	کوتاه|کوته|کم|دوروزه	Is-Attribute-of	12613
41	کوتاه|کوته|کم|دوروزه	Related-to	17083
41	کوتاه|کوته|کم|دوروزه	Related-to	47939
42	دراز|طولاني|طويل|متمادي|مديد|ممتد|زياد|طول‌ودراز|دورودراز	Antonym	41
42	دراز|طولاني|طويل|متمادي|مديد|ممتد|زياد|طول‌ودراز|دورودراز	Antonym	2459
42	دراز|طولاني|طويل|متمادي|مديد|ممتد|زياد|طول‌ودراز|دورودراز	Related-to	20840
42	دراز|طولاني|طويل|متمادي|مديد|ممتد|زياد|طول‌ودراز|دورودراز	Related-to	12434
42	دراز|طولاني|طويل|متمادي|مديد|ممتد|زياد|طول‌ودراز|دورودراز	Related-to	7737
42	دراز|طولاني|طويل|متمادي|مديد|ممتد|زياد|طول‌ودراز|دورودراز	Related-to	8802
42	دراز|طولاني|طويل|متمادي|مديد|ممتد|زياد|طول‌ودراز|دورودراز	Related-to	29395
42	دراز|طولاني|طويل|متمادي|مديد|ممتد|زياد|طول‌ودراز|دورودراز	Related-to	31589
42	دراز|طولاني|طويل|متمادي|مديد|ممتد|زياد|طول‌ودراز|دورودراز	Related-to	38139
42	دراز|طولاني|طويل|متمادي|مديد|ممتد|زياد|طول‌ودراز|دورودراز	Is-Attribute-of	12613
42	دراز|طولاني|طويل|متمادي|مديد|ممتد|زياد|طول‌ودراز|دورودراز	Related-to	45281
42	دراز|طولاني|طويل|متمادي|مديد|ممتد|زياد|طول‌ودراز|دورودراز	Related-to	49864
42	دراز|طولاني|طويل|متمادي|مديد|ممتد|زياد|طول‌ودراز|دورودراز	Related-to	9729
43	دراز|طولاني|طويل|دورودراز|زياد|طول‌ودراز	Related-to	22842
43	دراز|طولاني|طويل|دورودراز|زياد|طول‌ودراز	Related-to	22922
43	دراز|طولاني|طويل|دورودراز|زياد|طول‌ودراز	Related-to	15887
43	دراز|طولاني|طويل|دورودراز|زياد|طول‌ودراز	Related-to	2328
43	دراز|طولاني|طويل|دورودراز|زياد|طول‌ودراز	Antonym	44544
43	دراز|طولاني|طويل|دورودراز|زياد|طول‌ودراز	Is-Attribute-of	12930
44	کوتاه|کوته|قصير	Related-to	22177
44	کوتاه|کوته|قصير	Antonym	17437
44	کوتاه|کوته|قصير	Antonym	2328
44	کوتاه|کوته|قصير	Related-to	25957
44	کوتاه|کوته|قصير	Related-to	7734
44	کوتاه|کوته|قصير	Related-to	9273
44	کوتاه|کوته|قصير	Related-to	10167
44	کوتاه|کوته|قصير	Related-to	33450
44	کوتاه|کوته|قصير	Related-to	34661
44	کوتاه|کوته|قصير	Related-to	36152
44	کوتاه|کوته|قصير	Is-Attribute-of	14036
44	کوتاه|کوته|قصير	Related-to	49047
44	کوتاه|کوته|قصير	Related-to	49051
45	کروي|گرد|قلقلي|گردالو|کروي‌شکل	Related-to	2287
45	کروي|گرد|قلقلي|گردالو|کروي‌شکل	Related-to	22786
45	کروي|گرد|قلقلي|گردالو|کروي‌شکل	Related-to	23257
45	کروي|گرد|قلقلي|گردالو|کروي‌شکل	Related-to	30133
45	کروي|گرد|قلقلي|گردالو|کروي‌شکل	Related-to	36762
45	کروي|گرد|قلقلي|گردالو|کروي‌شکل	Related-to	45185
45	کروي|گرد|قلقلي|گردالو|کروي‌شکل	Related-to	48034
45	کروي|گرد|قلقلي|گردالو|کروي‌شکل	Related-to	50003
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Antonym	47
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Antonym	714
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	33203
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	22125
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	22762
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	24467
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	26046
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	11973
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	12499
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	2250
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	27750
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	27227
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	2189
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	17728
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	17398
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	22278
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	21440
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	19917
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	29767
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	32650
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	17709
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	42008
46	ثروتمند|غني|متمول|مرفه|پولدار|دولتمند|صاحب‌يسار|پرپول|کت‌وکلفت|مرفه‌الحال	Related-to	44484
