SynsetID	SynsetWords	RelationType	TargetSynsetID
7805	درد داشتن|رنج بردن|رنج کشيدن|درد کشيدن|درد خوردن|الم يافتن|درد بردن	Hyponym	8076
7805	درد داشتن|رنج بردن|رنج کشيدن|درد کشيدن|درد خوردن|الم يافتن|درد بردن	Hyponym	19798
7805	درد داشتن|رنج بردن|رنج کشيدن|درد کشيدن|درد خوردن|الم يافتن|درد بردن	Hyponym	8729
7805	درد داشتن|رنج بردن|رنج کشيدن|درد کشيدن|درد خوردن|الم يافتن|درد بردن	Related-to	28667
7805	درد داشتن|رنج بردن|رنج کشيدن|درد کشيدن|درد خوردن|الم يافتن|درد بردن	Hyponym	28668
7806	احساس کردن|تجربه کردن|حس کردن|درک کردن|شناختن|فهميدن|ادراک کردن|درک نمودن	Hyponym	8217
7806	احساس کردن|تجربه کردن|حس کردن|درک کردن|شناختن|فهميدن|ادراک کردن|درک نمودن	Hyponym	8564
7806	احساس کردن|تجربه کردن|حس کردن|درک کردن|شناختن|فهميدن|ادراک کردن|درک نمودن	Related-to	10630
7806	احساس کردن|تجربه کردن|حس کردن|درک کردن|شناختن|فهميدن|ادراک کردن|درک نمودن	Hyponym	8356
7806	احساس کردن|تجربه کردن|حس کردن|درک کردن|شناختن|فهميدن|ادراک کردن|درک نمودن	Related-to	19323
7806	احساس کردن|تجربه کردن|حس کردن|درک کردن|شناختن|فهميدن|ادراک کردن|درک نمودن	Related-to	12993
7806	احساس کردن|تجربه کردن|حس کردن|درک کردن|شناختن|فهميدن|ادراک کردن|درک نمودن	Hyponym	8517
7806	احساس کردن|تجربه کردن|حس کردن|درک کردن|شناختن|فهميدن|ادراک کردن|درک نمودن	Hypernym	9352
7806	احساس کردن|تجربه کردن|حس کردن|درک کردن|شناختن|فهميدن|ادراک کردن|درک نمودن	Hyponym	29807
7806	احساس کردن|تجربه کردن|حس کردن|درک کردن|شناختن|فهميدن|ادراک کردن|درک نمودن	Patient	50378
7807	گوش دوختن|گوش سپردن|گوش فرادادن|گوش باز کردن	Hypernym	8990
7808	استراق‌سمع کردن|گوش ايستادن|گوش فراداشتن|فال‌گوش ايستادن|شنود کردن|گوش واايستادن	Hypernym	8990
7808	استراق‌سمع کردن|گوش ايستادن|گوش فراداشتن|فال‌گوش ايستادن|شنود کردن|گوش واايستادن	Related-to	16816
7809	شنيدن|گوش دادن|گوش کردن|گوش نهادن|گوش گرفتن|به گوش گرفتن	Hypernym	7554
7809	شنيدن|گوش دادن|گوش کردن|گوش نهادن|گوش گرفتن|به گوش گرفتن	Related-to	7918
7809	شنيدن|گوش دادن|گوش کردن|گوش نهادن|گوش گرفتن|به گوش گرفتن	Patient	11468
7810	توجه کردن|گوش دادن|توجه نمودن|توجه فرمودن	Hypernym	7811
7810	توجه کردن|گوش دادن|توجه نمودن|توجه فرمودن	Related-to	26732
7811	تمرکز کردن|عطف شدن|متمرکز شدن|معطوف شدن|تمرکز پيدا کردن	Hyponym	7810
7811	تمرکز کردن|عطف شدن|متمرکز شدن|معطوف شدن|تمرکز پيدا کردن	Hypernym	9275
7811	تمرکز کردن|عطف شدن|متمرکز شدن|معطوف شدن|تمرکز پيدا کردن	Hyponym	8835
7811	تمرکز کردن|عطف شدن|متمرکز شدن|معطوف شدن|تمرکز پيدا کردن	Related-to	19832
7812	دست زدن|لب زدن	Hypernym	7695
7813	حس کردن|لمس نمودن|لمس کردن	Hypernym	7814
7814	درک کردن|فهميدن|ادراک کردن|درک نمودن	Hyponym	7813
7814	درک کردن|فهميدن|ادراک کردن|درک نمودن	Hyponym	10022
7814	درک کردن|فهميدن|ادراک کردن|درک نمودن	Hyponym	51282
7814	درک کردن|فهميدن|ادراک کردن|درک نمودن	Hyponym	16387
7814	درک کردن|فهميدن|ادراک کردن|درک نمودن	Hyponym	16388
7814	درک کردن|فهميدن|ادراک کردن|درک نمودن	Hyponym	16389
7814	درک کردن|فهميدن|ادراک کردن|درک نمودن	Related-to	16184
7814	درک کردن|فهميدن|ادراک کردن|درک نمودن	Hyponym	8268
7815	قرارداد بستن	Hypernym	8907
7815	قرارداد بستن	Hyponym	7816
7815	قرارداد بستن	Hyponym	7817
7815	قرارداد بستن	Related-to	13755
7815	قرارداد بستن	Related-to	10718
7816	اجاره دادن|کرايه دادن	Hypernym	7815
7816	اجاره دادن|کرايه دادن	Related-to	7817
7816	اجاره دادن|کرايه دادن	Patient	12161
7817	اجاره کردن|کرايه کردن	Hypernym	7815
7817	اجاره کردن|کرايه کردن	Related-to	22848
7817	اجاره کردن|کرايه کردن	Related-to	7816
7817	اجاره کردن|کرايه کردن	Related-to	7865
7817	اجاره کردن|کرايه کردن	Related-to	12042
7817	اجاره کردن|کرايه کردن	Related-to	40606
7818	اطمينان حاصل کردن|ديدن|مطمئن شدن|يقين کردن|اطمينان يافتن|يقين آوردن|اطمينان پيدا کردن|خاطرجمع شدن|مطمئن گشتن|مطمئن گرديدن|آسوده‌خاطر گشتن|آسوده‌خاطر شدن	Hypernym	7819
7818	اطمينان حاصل کردن|ديدن|مطمئن شدن|يقين کردن|اطمينان يافتن|يقين آوردن|اطمينان پيدا کردن|خاطرجمع شدن|مطمئن گشتن|مطمئن گرديدن|آسوده‌خاطر گشتن|آسوده‌خاطر شدن	Related-to	28593
7819	تأييد کردن|تصديق کردن|صحه گذاشتن|تصديق داشتن|صحيح دانستن|به تأييد رساندن	Hyponym	7818
7819	تأييد کردن|تصديق کردن|صحه گذاشتن|تصديق داشتن|صحيح دانستن|به تأييد رساندن	Hyponym	7855
7819	تأييد کردن|تصديق کردن|صحه گذاشتن|تصديق داشتن|صحيح دانستن|به تأييد رساندن	Hyponym	9111
7819	تأييد کردن|تصديق کردن|صحه گذاشتن|تصديق داشتن|صحيح دانستن|به تأييد رساندن	Hyponym	16316
7819	تأييد کردن|تصديق کردن|صحه گذاشتن|تصديق داشتن|صحيح دانستن|به تأييد رساندن	Hyponym	16317
7819	تأييد کردن|تصديق کردن|صحه گذاشتن|تصديق داشتن|صحيح دانستن|به تأييد رساندن	Hyponym	15810
7819	تأييد کردن|تصديق کردن|صحه گذاشتن|تصديق داشتن|صحيح دانستن|به تأييد رساندن	Hyponym	16318
7819	تأييد کردن|تصديق کردن|صحه گذاشتن|تصديق داشتن|صحيح دانستن|به تأييد رساندن	Hyponym	16319
7820	اثبات کردن|اثبات نمودن|به اثبات رساندن	Hypernym	7855
7820	اثبات کردن|اثبات نمودن|به اثبات رساندن	Related-to	29254
7821	خود را ثابت کردن	Hypernym	7855
7821	خود را ثابت کردن	Related-to	9508
7821	خود را ثابت کردن	Related-to	35501
7822	آب شدن	Is-Caused-by	7823
7822	آب شدن	Hypernym	8871
7823	آب کردن	Cause	7822
7823	آب کردن	Hypernym	7667
7824	آب ريختن|آب گرفتن	Hypernym	8508
7824	آب ريختن|آب گرفتن	Related-to	59
7824	آب ريختن|آب گرفتن	Related-to	12570
7825	آب گرفتن|سيل گرفتن|سيل زدن	Hypernym	8930
7825	آب گرفتن|سيل گرفتن|سيل زدن	Related-to	13415
7825	آب گرفتن|سيل گرفتن|سيل زدن	Related-to	2386
7825	آب گرفتن|سيل گرفتن|سيل زدن	Related-to	12110
7825	آب گرفتن|سيل گرفتن|سيل زدن	Related-to	40762
7826	آبستن شدن|باردار شدن|حامله شدن|بار برداشتن|آبستن گشتن|حامله گشتن|باردار گرديدن|حمل برداشتن|حمل گرفتن	Is-Caused-by	7827
7826	آبستن شدن|باردار شدن|حامله شدن|بار برداشتن|آبستن گشتن|حامله گشتن|باردار گرديدن|حمل برداشتن|حمل گرفتن	Related-to	19246
7826	آبستن شدن|باردار شدن|حامله شدن|بار برداشتن|آبستن گشتن|حامله گشتن|باردار گرديدن|حمل برداشتن|حمل گرفتن	Related-to	23347
7826	آبستن شدن|باردار شدن|حامله شدن|بار برداشتن|آبستن گشتن|حامله گشتن|باردار گرديدن|حمل برداشتن|حمل گرفتن	Related-to	23348
7826	آبستن شدن|باردار شدن|حامله شدن|بار برداشتن|آبستن گشتن|حامله گشتن|باردار گرديدن|حمل برداشتن|حمل گرفتن	Related-to	188
7826	آبستن شدن|باردار شدن|حامله شدن|بار برداشتن|آبستن گشتن|حامله گشتن|باردار گرديدن|حمل برداشتن|حمل گرفتن	Related-to	12431
7826	آبستن شدن|باردار شدن|حامله شدن|بار برداشتن|آبستن گشتن|حامله گشتن|باردار گرديدن|حمل برداشتن|حمل گرفتن	Hypernym	7716
7826	آبستن شدن|باردار شدن|حامله شدن|بار برداشتن|آبستن گشتن|حامله گشتن|باردار گرديدن|حمل برداشتن|حمل گرفتن	Entailment	8953
7826	آبستن شدن|باردار شدن|حامله شدن|بار برداشتن|آبستن گشتن|حامله گشتن|باردار گرديدن|حمل برداشتن|حمل گرفتن	Related-to	11715
7826	آبستن شدن|باردار شدن|حامله شدن|بار برداشتن|آبستن گشتن|حامله گشتن|باردار گرديدن|حمل برداشتن|حمل گرفتن	Related-to	35067
7827	آبستن کردن|باردار کردن|حامله کردن|آبستن گردانيدن	Cause	7826
7827	آبستن کردن|باردار کردن|حامله کردن|آبستن گردانيدن	Hypernym	9350
7827	آبستن کردن|باردار کردن|حامله کردن|آبستن گردانيدن	Related-to	12431
7827	آبستن کردن|باردار کردن|حامله کردن|آبستن گردانيدن	Hyponym	46260
7827	آبستن کردن|باردار کردن|حامله کردن|آبستن گردانيدن	Hyponym	46261
7828	آراستن|آراسته کردن|زينت دادن|زيور بستن|زيور کردن|آراسته نمودن	Related-to	10472
7828	آراستن|آراسته کردن|زينت دادن|زيور بستن|زيور کردن|آراسته نمودن	Hypernym	9376
7828	آراستن|آراسته کردن|زينت دادن|زيور بستن|زيور کردن|آراسته نمودن	Agent	41650
7828	آراستن|آراسته کردن|زينت دادن|زيور بستن|زيور کردن|آراسته نمودن	Related-to	43325
7828	آراستن|آراسته کردن|زينت دادن|زيور بستن|زيور کردن|آراسته نمودن	Hyponym	49503
7829	آرامش بخشيدن|آرامش دادن	Cause	7833
7829	آرامش بخشيدن|آرامش دادن	Hypernym	8441
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Hypernym	9315
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Related-to	9376
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Related-to	20631
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Related-to	24346
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Related-to	10916
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Related-to	36150
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Related-to	39846
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Hyponym	44779
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Hyponym	44780
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Hyponym	44782
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Hyponym	44784
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Hyponym	44786
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Hyponym	44787
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Hyponym	44789
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Hyponym	44790
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Hyponym	44798
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Hyponym	44800
7830	آرايش کردن|بزک کردن|توالت کردن|چسان‌فسان کردن	Instrument	50531
7831	آرد کردن	Cause	8163
7831	آرد کردن	Related-to	12811
7831	آرد کردن	Instrument	12829
7831	آرد کردن	Hypernym	9384
7831	آرد کردن	Related-to	12594
7831	آرد کردن	Domain	11670
7831	آرد کردن	Agent	26617
7832	آرزو داشتن|آرزو کردن	Hypernym	8491
7832	آرزو داشتن|آرزو کردن	Related-to	21761
7832	آرزو داشتن|آرزو کردن	Related-to	23001
7833	آسودن|برآسودن|آساييدن|آرام يافتن|آسايش يافتن|راحت يافتن|راحت رسيدن|قرار يافتن|تمدد اعصاب کردن	Is-Caused-by	7829
7833	آسودن|برآسودن|آساييدن|آرام يافتن|آسايش يافتن|راحت يافتن|راحت رسيدن|قرار يافتن|تمدد اعصاب کردن	Hypernym	9352
7834	آزاد شدن|رها شدن|رهيدن|مختار شدن|آزادي يافتن|آزاد گشتن|يله شدن	Is-Caused-by	7836
7834	آزاد شدن|رها شدن|رهيدن|مختار شدن|آزادي يافتن|آزاد گشتن|يله شدن	Is-Caused-by	7837
7834	آزاد شدن|رها شدن|رهيدن|مختار شدن|آزادي يافتن|آزاد گشتن|يله شدن	Related-to	42191
7835	آزاد کردن	Cause	9222
7835	آزاد کردن	Hypernym	9350
7835	آزاد کردن	Related-to	1568
7836	آزاد ساختن|آزاد کردن|باز کردن	Cause	7834
7836	آزاد ساختن|آزاد کردن|باز کردن	Hyponym	19800
7837	آزاد ساختن|آزاد کردن|رهايي بخشيدن|رها ساختن|آزادي بخشيدن|آزادي دادن|رهايي دادن|خلاصي بخشيدن	Related-to	8587
7837	آزاد ساختن|آزاد کردن|رهايي بخشيدن|رها ساختن|آزادي بخشيدن|آزادي دادن|رهايي دادن|خلاصي بخشيدن	Related-to	10402
7837	آزاد ساختن|آزاد کردن|رهايي بخشيدن|رها ساختن|آزادي بخشيدن|آزادي دادن|رهايي دادن|خلاصي بخشيدن	Related-to	23072
7837	آزاد ساختن|آزاد کردن|رهايي بخشيدن|رها ساختن|آزادي بخشيدن|آزادي دادن|رهايي دادن|خلاصي بخشيدن	Cause	7834
7838	آزمايش کردن|آزمودن|امتحان کردن|آزمون کردن|تست کردن|تست زدن|آزمايش نمودن|در بوتۀ امتحان گذاشتن	Related-to	20717
7838	آزمايش کردن|آزمودن|امتحان کردن|آزمون کردن|تست کردن|تست زدن|آزمايش نمودن|در بوتۀ امتحان گذاشتن	Cause	21376
7838	آزمايش کردن|آزمودن|امتحان کردن|آزمون کردن|تست کردن|تست زدن|آزمايش نمودن|در بوتۀ امتحان گذاشتن	Related-to	593
7838	آزمايش کردن|آزمودن|امتحان کردن|آزمون کردن|تست کردن|تست زدن|آزمايش نمودن|در بوتۀ امتحان گذاشتن	Related-to	17736
7838	آزمايش کردن|آزمودن|امتحان کردن|آزمون کردن|تست کردن|تست زدن|آزمايش نمودن|در بوتۀ امتحان گذاشتن	Hyponym	9067
7838	آزمايش کردن|آزمودن|امتحان کردن|آزمون کردن|تست کردن|تست زدن|آزمايش نمودن|در بوتۀ امتحان گذاشتن	Hyponym	30539
7838	آزمايش کردن|آزمودن|امتحان کردن|آزمون کردن|تست کردن|تست زدن|آزمايش نمودن|در بوتۀ امتحان گذاشتن	Hyponym	35062
7838	آزمايش کردن|آزمودن|امتحان کردن|آزمون کردن|تست کردن|تست زدن|آزمايش نمودن|در بوتۀ امتحان گذاشتن	Hyponym	37842
7838	آزمايش کردن|آزمودن|امتحان کردن|آزمون کردن|تست کردن|تست زدن|آزمايش نمودن|در بوتۀ امتحان گذاشتن	Hypernym	8718
7838	آزمايش کردن|آزمودن|امتحان کردن|آزمون کردن|تست کردن|تست زدن|آزمايش نمودن|در بوتۀ امتحان گذاشتن	Hypernym	9416
7838	آزمايش کردن|آزمودن|امتحان کردن|آزمون کردن|تست کردن|تست زدن|آزمايش نمودن|در بوتۀ امتحان گذاشتن	Hyponym	48715
7839	آسيب زدن|آسيب وارد کردن|ضربه زدن|ضربه وارد‌کردن|لطمه زدن|لطمه وارد کردن|گزند رساندن|گزند رسانيدن|لطمه وارد آوردن|گزند وارد کردن|گزند زدن|گزند آوردن|گزند کردن	Cause	8785
7839	آسيب زدن|آسيب وارد کردن|ضربه زدن|ضربه وارد‌کردن|لطمه زدن|لطمه وارد کردن|گزند رساندن|گزند رسانيدن|لطمه وارد آوردن|گزند وارد کردن|گزند زدن|گزند آوردن|گزند کردن	Hyponym	8488
7839	آسيب زدن|آسيب وارد کردن|ضربه زدن|ضربه وارد‌کردن|لطمه زدن|لطمه وارد کردن|گزند رساندن|گزند رسانيدن|لطمه وارد آوردن|گزند وارد کردن|گزند زدن|گزند آوردن|گزند کردن	Hypernym	9082
7839	آسيب زدن|آسيب وارد کردن|ضربه زدن|ضربه وارد‌کردن|لطمه زدن|لطمه وارد کردن|گزند رساندن|گزند رسانيدن|لطمه وارد آوردن|گزند وارد کردن|گزند زدن|گزند آوردن|گزند کردن	Hyponym	9557
7839	آسيب زدن|آسيب وارد کردن|ضربه زدن|ضربه وارد‌کردن|لطمه زدن|لطمه وارد کردن|گزند رساندن|گزند رسانيدن|لطمه وارد آوردن|گزند وارد کردن|گزند زدن|گزند آوردن|گزند کردن	Hyponym	8967
7839	آسيب زدن|آسيب وارد کردن|ضربه زدن|ضربه وارد‌کردن|لطمه زدن|لطمه وارد کردن|گزند رساندن|گزند رسانيدن|لطمه وارد آوردن|گزند وارد کردن|گزند زدن|گزند آوردن|گزند کردن	Cause	15576
7839	آسيب زدن|آسيب وارد کردن|ضربه زدن|ضربه وارد‌کردن|لطمه زدن|لطمه وارد کردن|گزند رساندن|گزند رسانيدن|لطمه وارد آوردن|گزند وارد کردن|گزند زدن|گزند آوردن|گزند کردن	Hyponym	20550
7839	آسيب زدن|آسيب وارد کردن|ضربه زدن|ضربه وارد‌کردن|لطمه زدن|لطمه وارد کردن|گزند رساندن|گزند رسانيدن|لطمه وارد آوردن|گزند وارد کردن|گزند زدن|گزند آوردن|گزند کردن	Related-to	22432
7839	آسيب زدن|آسيب وارد کردن|ضربه زدن|ضربه وارد‌کردن|لطمه زدن|لطمه وارد کردن|گزند رساندن|گزند رسانيدن|لطمه وارد آوردن|گزند وارد کردن|گزند زدن|گزند آوردن|گزند کردن	Hyponym	7992
7839	آسيب زدن|آسيب وارد کردن|ضربه زدن|ضربه وارد‌کردن|لطمه زدن|لطمه وارد کردن|گزند رساندن|گزند رسانيدن|لطمه وارد آوردن|گزند وارد کردن|گزند زدن|گزند آوردن|گزند کردن	Hyponym	37998
7839	آسيب زدن|آسيب وارد کردن|ضربه زدن|ضربه وارد‌کردن|لطمه زدن|لطمه وارد کردن|گزند رساندن|گزند رسانيدن|لطمه وارد آوردن|گزند وارد کردن|گزند زدن|گزند آوردن|گزند کردن	Related-to	38946
7840	آشتي دادن|سازش دادن|ميانجي شدن|واسطه شدن|اصلاح کردن|اصلاح دادن	Hypernym	9076
7840	آشتي دادن|سازش دادن|ميانجي شدن|واسطه شدن|اصلاح کردن|اصلاح دادن	Related-to	18143
7840	آشتي دادن|سازش دادن|ميانجي شدن|واسطه شدن|اصلاح کردن|اصلاح دادن	Cause	22514
7840	آشتي دادن|سازش دادن|ميانجي شدن|واسطه شدن|اصلاح کردن|اصلاح دادن	Related-to	14690
7840	آشتي دادن|سازش دادن|ميانجي شدن|واسطه شدن|اصلاح کردن|اصلاح دادن	Related-to	794
7840	آشتي دادن|سازش دادن|ميانجي شدن|واسطه شدن|اصلاح کردن|اصلاح دادن	Related-to	19887
7840	آشتي دادن|سازش دادن|ميانجي شدن|واسطه شدن|اصلاح کردن|اصلاح دادن	Related-to	21775
7840	آشتي دادن|سازش دادن|ميانجي شدن|واسطه شدن|اصلاح کردن|اصلاح دادن	Hyponym	8777
7840	آشتي دادن|سازش دادن|ميانجي شدن|واسطه شدن|اصلاح کردن|اصلاح دادن	Antonym	48097
7841	آشنا کردن|معرفي کردن|آشنا نمودن|آشنا ساختن	Hypernym	9299
7841	آشنا کردن|معرفي کردن|آشنا نمودن|آشنا ساختن	Cause	9310
7841	آشنا کردن|معرفي کردن|آشنا نمودن|آشنا ساختن	Agent	18739
7841	آشنا کردن|معرفي کردن|آشنا نمودن|آشنا ساختن	Related-to	641
7841	آشنا کردن|معرفي کردن|آشنا نمودن|آشنا ساختن	Related-to	29564
7841	آشنا کردن|معرفي کردن|آشنا نمودن|آشنا ساختن	Hyponym	29819
7842	آشيانه ساختن|لانه ساختن|لانه کردن|آشيانه کردن|لانه‌گذاري کردن|آشيان کردن|آشيان گرفتن	Hypernym	8160
7842	آشيانه ساختن|لانه ساختن|لانه کردن|آشيانه کردن|لانه‌گذاري کردن|آشيان کردن|آشيان گرفتن	Related-to	24408
7842	آشيانه ساختن|لانه ساختن|لانه کردن|آشيانه کردن|لانه‌گذاري کردن|آشيان کردن|آشيان گرفتن	Agent	24489
7842	آشيانه ساختن|لانه ساختن|لانه کردن|آشيانه کردن|لانه‌گذاري کردن|آشيان کردن|آشيان گرفتن	Related-to	10203
7843	آغاز شدن|شروع شدن|آغاز گرديدن|آغاز گشتن|حلول کردن|طليعه کردن|کليد خوردن	Is-Caused-by	8059
7843	آغاز شدن|شروع شدن|آغاز گرديدن|آغاز گشتن|حلول کردن|طليعه کردن|کليد خوردن	Hyponym	46014
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Antonym	8208
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	8089
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	7851
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	9249
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	7980
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	7626
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	8336
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	7546
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	9648
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	7622
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	9551
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	16578
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	17546
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	17564
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	17573
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	17910
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	18048
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	18279
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	7597
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	18347
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	18356
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	18358
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	18461
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	18469
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	18491
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	18497
7844	آفريدن|ايجاد کردن|پديد آوردن|به وجود آوردن|تکوين دادن|تکوين کردن|خلقت کردن|آفرينش کردن|خلق کردن|سرشتن|موجوديت دادن|بود ساختن|حادث کردن|زاياندن|زايانيدن	Hyponym	18648
